,text,sentiment
4102,RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK,Neutral
4103,"RT @RowdyGentleman: If youâ€™re planning out a #GOPDebate drinking game right now, youâ€™re a Rowdy Gentleman.",Neutral
4104,"Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, &amp; run Trump out of race http://t.co/9k1eujdFo7",Negative
4105,"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably wonâ€™t be safe, except if weâ€™re attacked â€¦",Negative
4106,RT @jjauthor: â€œ@thehill: Hillary spent the #GOPDebate with Kim and Kanye: http://t.co/VbfNUAiAqo http://t.co/umgxs9lXnLâ€ The Three Stooges!,Neutral
4107,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",Negative
4108,RT @ThePatriot143: Hey @Foxnews can you let us Rep digest the #GOPDebate before you allow Debbie Wasserman Schultz to TRASH ALL OUR GOP httâ€¦,Negative
4109,"RT @hunterwalk: If men could become pregnant, whoooo wheeee, these answers would be different #GOPDebate",Negative
4110,"Though not the clear winner from last night's #GOPDebate, @JohnKasich search on Google spiked in 24 hours. http://t.co/6smJVSAeHX",Positive
4111,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.coâ€¦,Negative
4112,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,Positive
4113,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebateâ€¦,Negative
4114,"#GOPDebate why do politicians stick to the same old topics, pro-life, pro-choice? gay marriage. Let it go..These are personal choices!",Negative
4115,RT @mattkbh: These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn,Positive
4116,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,Negative
4117,@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS,Positive
4118,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",Negative
4119,Donald Trump Clashes With Megyn Kelly During #GOPDebate  (Video)   https://t.co/k8h5CZrYMW,Neutral
4120,RT @micnews: Kimyeâ€™s selfie with Hillary Clinton was more viral than the #GOPDebate http://t.co/7BiQfjHmhF http://t.co/mZtcBkKgwu,Neutral
4121,"RT @WhineNot: Rush: ""Big time Republican donors were ordered to take out Donald Trump"" #believable #GOPDebate",Neutral
4122,"Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate",Negative
4123,"So looking forward to listening to @DRShow's news roundup this morning! 
""You couldn't look away"" #GOPDebate 
http://t.co/o8rTITVGdt",Positive
4124,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKFâ€¦,Negative
4125,So glad people finally appreciate honesty. I've got all the honesty you can handle and the battle scars to prove it. #GOPDebate,Positive
4126,RT @alicetweet: Coming up: @govmikehuckabee on @FoxBusiness re: #GOPDebate http://t.co/jSLiarDFCO,Neutral
4127,"Boffo early ratings for #GOPDebate: 16% of US households tuned in, 2x the old record. More: http://t.co/FEFIOelxnL http://t.co/4AQNYhWC64",Positive
4128,RT @RickCanton: #CruzCrew - no amnesty. Of course. Most Constitutionally sound candidate. #GOPDebate http://t.co/0Y54WTIstm,Neutral
4129,"RT @TheTexasPhoenix: He was on fire! .@GovernorPerry's ""On Fire"" Debate Performance: https://t.co/0A1w02w7SZ #GOPDebate #Perry2016",Positive
4130,"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15",Positive
4131,"RT @brian_mcgill: Fantastic statistical breakdown of the #GOPdebate from @randyyeip, @stuartathompson last night.http://t.co/dbGL8GdFPb httâ€¦",Neutral
4132,"@SenTedCruz had best answer of night in response to immigration. Its not stupidity, it is how both sides want it.  #GOPDebate",Positive
4133,All of my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate I like a Rubio-Kasich ticket!,Positive
4134,"In honor of last night's #GOPDebate, I'd like to add an exclamation point to the end of my name, and maybe get it put on Jeb! vanity plate.",Positive
4135,"Oooh, so Fox News also doesn't want Trump to be president. #GOPDebate",Neutral
4136,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA @LessGovMoreFun http://t.co/oheKLwZARc",Positive
4137,"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate",Positive
4138,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,Positive
4139,Why did I have to be at a campground on the day of the first #GOPDebate?,Positive
4140,"RT @DeenaZaruCNN: .@RealBenCarson: Thank you Megyn, I wasn't sure I was going to to get to talk again #GOPDebate http://t.co/GNnn9idoNs",Positive
4141,"Ok, @tyeblue makes me giggle ðŸ˜‚ #Guuuurrrl #GOPdebate https://t.co/4JKa5BUHXv",Positive
4142,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",Negative
4143,WHAT IS LOVE? Presenting D Trump at the Roxbury! https://t.co/SERwdl1yfc #DonaldTrump #GOPDebate http://t.co/k5kvYbeij8,Positive
4144,"RT @KarrattiPaul: Join ISIS and sign your death warrant,
Signed @tedcruz next President of the USó¾“¦

#GOPDebate #WakeUpAmerica #CruzCrew httâ€¦",Positive
4145,"genuinely impressed by @megynkelly. Thanks for your thoughtful questions on women, foreign policy, and race #GOPDebate",Positive
4146,RT@brianstelter Overnight #'s: #GOPDebate had a 16.0 household rating. (vs 5.3 in 2011/12) http://t.co/4IH7BTyeaZ http://t.co/e9FIG93k0i,Positive
4147,RT @FWD_us: #Immigration fact: Undocumented immigrants paid $10.6 billion in taxes in 2010. #GOPdebate #economy http://t.co/z1v2FVruBR,Positive
4148,RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate hâ€¦,Negative
4149,"RT @daveweigel: The official debate line-up from L-R: Loser, Loser, Loser, Loser, Classy, Loser, Loser, Loser, Loser, Loser. #GOPDebate",Negative
4150,"RT @maureenjohnson: ""Women or guns? Which are the most people?"" #GOPDebate",Neutral
4151,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",Negative
4152,RT @indranibala: Chris Christie currently using this case to bolster his campaign for presidency. #GOPDebate https://t.co/YGMULdG8N2,Neutral
4153,Retrospect. I liked way @ScottWalker was respectfully #listening to other candidates in #gopdebate pictures. Very revealing.,Positive
4154,"RT @thesuperficial: ""Hey, guys. Women are allowed to vote.""
""WHAT?""
""That's impossible!""
""Build a wall around their uterus!""
""Ronald Reaganâ€¦",Negative
4155,RT @jimtrue48: @Treezilla @hereistheanswer I don't mind hardball questions but I don't like an ambush aimed at taking someone out of the raâ€¦,Negative
4156,"When @megynkelly says, for t sake of #argument, #LetMePlayTheDevilsAdvocate, she means it &amp; no one does it better. #GOPDebate #KellyFile",Positive
4157,RT @weeklystandard: .@realDonaldTrump is looking more like Bernie Sanders - on the issues http://t.co/bzKnuXxObk #GOPDebate http://t.co/dxxâ€¦,Negative
4158,RT @fightfor15: Total number of mentions of Min Wage in tonight's Rep debate: ZERO http://t.co/Vd2oBzdjgj #GOPDebate #FightFor15 http://t.câ€¦,Negative
4159,"RT @GovMikeHuckabee: I pledge to kill #CommonCore &amp; restore common sense. Education is a family function, not a fed function. #GOPdebate htâ€¦",Neutral
4160,RT @DaTechGuyblog: Advice to each GOP candidate in order of how I think they finished 10th place Jeb Bush Get a pulse in a hurry #gopdebateâ€¦,Neutral
4161,RT @WayneDupreeShow: I knew Chris Wallace was going to be a hack because he played his hand a couple days before the #GOPDebate,Neutral
4162,"RT @GovMikeHuckabee: I'll protect SS &amp; Medicare. I'll kill anything posing a threat to the promises we've made our seniors. #GOPDebate
httpâ€¦",Positive
4163,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,Positive
4164,How dare @megynkelly ask @realDonaldTrump his history of being a male chauvinist! Do we expect our president to have integrity?! #GOPDebate,Negative
4165,I learned that i cant watch the #GOP before bed #nightmares #GOPDebate #GOPDebacle,Negative
4166,"RT @GetEQUAL: Who said it, #KKKorGOP? â€œWe need a hundred more like Jesse Helms in the U.S. Senate.â€ #GOPdebate",Neutral
4167,The Best Jabs at Hillary Clinton from the Republicansâ€™ Fox News Debates #GOPDebate http://t.co/zEoiEM5d7P,Neutral
4168,"RT @Anergo_Teacher: Seriously, #Trump is dangerous for the whole world. #GOPDebate",Negative
4169,"RT @pjamesjp1: http://t.co/ys2n1uflHT
#GOPDebate wrapup. @tgradous @marylene58 @LLMajer @larryvance47 
@JVER1 @LVNancy @qnoftherealm @usvetâ€¦",Neutral
4170,RT @pattonoswalt: Donald Trump's views on immigration are based solely on the first 8 minutes of SCARFACE. #GOPDebate,Negative
4171,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,Negative
4172,"RT @GovMikeHuckabee: .@FrankLuntz #GOPDebate analysis, ""Who won? @GovMikeHuckabee"" --&gt; http://t.co/fWGhqVZ9dG #ImWithHuck",Positive
4173,RT @warriorwoman91: I liked her and was happy when I heard she was going to be the moderator. Not anymore. #GOPDebate @megynkelly  https://â€¦,Negative
4174,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",Negative
4175,RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate,Neutral
4176,"RT @DeenaZaruCNN: .@RealBenCarson: Thank you Megyn, I wasn't sure I was going to to get to talk again #GOPDebate http://t.co/GNnn9idoNs",Positive
4177,"My mom this morning, ""so who won the debate?!"". My Dad: ""The Democrats did"" ... #GOPDebate",Negative
4178,"RT @whoisbenchang: The #GOPDebate as theater, made-for-TV (&amp; web) drama, (and, duh) reality TV, via @CharlesMcNulty @latimes http://t.co/lTâ€¦",Negative
4179,RT @laureldavilacpa: #Hillary2016 is watching the #GOPdebate  ha ha ha ha ha ha!  https://t.co/mzdC9LRDlu,Neutral
4180,.@Mark Davis says @CarlyFiorina earned a promotion to the #GOPDebate main stage next time. http://t.co/tynvMJc7dn http://t.co/hxBPQIowMH,Neutral
4181,"If you're sick of #GOPDebate analysis, wait until Sunday night when @iamjohnoliver and @LastWeekTonight are locks to make us all LOL.",Neutral
4182,"Sorry boys, but Huckabee and Carson dominated last night. #GOPDebate",Positive
4183,@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter,Negative
4184,RT @AwardsDaily: I don't think I've ever seen a bunch of dudes so afraid of one woman as during last night's debates. #GOPDebate,Neutral
4185,"RT @JHoganGidley: VIDEO: @GovMikeHuckabee Crushes Frank Luntz @FoxNews focus group: http://t.co/zTrUVoFwGG 
cc: @FrankLuntz #Huckabee2016 #â€¦",Positive
4186,RT @mch7576: RT â€œ@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfuâ€â€,Negative
4187,#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?,Negative
4188,RT @ThePatriot143: Let me help @FoxNews they wanted proof from Trump RE: Illegal Mexican Criminals #GOPDebate http://t.co/6yqBHhngsE http:/â€¦,Negative
4189,"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" â€“ Jeb http://t.co/5ImGwdRL4G #GOPDebate",Negative
4190,"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religiâ€¦",Negative
4191,Everyone still talking about what a great job @RealBenCarson did at the #GOPDebate last night. Articulate and very good points made. ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼,Positive
4192,"RT @TheTexasPhoenix: He was on fire! .@GovernorPerry's ""On Fire"" Debate Performance: https://t.co/0A1w02w7SZ #GOPDebate #Perry2016",Positive
4193,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. â€¦",Positive
4194,"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKrâ€¦",Neutral
4195,RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate,Neutral
4196,Well yeah...#GOPDebate @GOP @RealBenCarson @megynkelly #CarsonWins #BC2DC16 #ImWithBen #WinBenWin #InItToWinIt  https://t.co/YrhbygJeMv,Positive
4197,Fuck it last one and I'm done #GOPDebate #ChrisChristie http://t.co/QAmUqbetDc,Negative
4198,"Numbnuts! ""@FoxNews dedicated &lt; 2min of 2hr debate to Qs about ways black America has been under attack"" #GOPDebate http://t.co/TXMkGV9hIb",Negative
4199,"RT @senatorshoshana: ""Ronald Raven"" #GOPDebate http://t.co/bymorRA7Bc",Neutral
4200,"Chris Christie did nicely, I think. I'm surprised Fox News didn't hit him with ""fat"" questions though. #fitnessaspresident #GOPDebate",Positive
4201,RT @ChuckNellis: FINALLY a #TedCruz question! And he HAMMERS it over the center field wall &amp; out of the park!! #CruzCrew #GOPDebate,Positive
4202,"Early2000s: I did political theater w/""Billionaires for Bush (or Gore)"" re corruption of $ in politics. #GOPDebate Trump: ""I buy 'em all!""",Negative
4203,"RT @Polarinski: I have no doubt #CarlyFiorina has the stones to lead this country in a better direction.
 #GOPDebate",Positive
4204,No one summed it up better than #BernieSanders. #GOPDebate  https://t.co/jL65PKp3Ua,Positive
4205,RT @NicoleT_E86: @megynkelly @FrankLuntz I used to like you but not anymore. You should read the tweets - you did an awful job tonight. #GOâ€¦,Negative
4206,"#Repost @thelmurrieta with repostapp.
ãƒ»ãƒ»ãƒ»
After last night's #GOPDebate. https://t.co/SOtTPh4UtY",Neutral
4207,RT @NerdyWonka: Aaaaaaaaaaaaaaand the winner of the #GOPDebate is: http://t.co/BMh8u80tyh,Negative
4208,Oh and the absolute disrespect of @POTUS by the GOP candidates in the #GOPDebate was DISGUSTING!,Negative
4209,RT @einial: Did Rubio's ears get bigger during this debate? #GOPDebate,Negative
4210,"#GOPDebate rankings: worst to be performance - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson.",Negative
4211,RT @jonmcclellan: Watch @TedCruz strong closing statement at the #GOPdebate: Video: https://t.co/kQlgCBaV7p #CruzCrew,Positive
4212,RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate,Neutral
4213,RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6,Neutral
